127.0.0.1 - - [06/Jun/2017:14:33:24 +0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:33:25 +0200] "GET /WholesalerWebDemo/ HTTP/1.1" 200 2324
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:33:36 +0200] "GET /WholesalerWebDemo/controllerservlet;jsessionid=566D3750B16BFDCB75626059D4960CFA?action=login&role=1&username=internal1&password=internal1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:33:36 +0200] "GET /WholesalerWebDemo/welcome.jsp HTTP/1.1" 200 1656
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:33:38 +0200] "GET /WholesalerWebDemo/import.jsp HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:33:43 +0200] "GET /WholesalerWebDemo/export.jsp HTTP/1.1" 200 2731
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:34:52 +0200] "GET /WholesalerWebDemo/import.jsp HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:35:00 +0200] "GET /WholesalerWebDemo/export.jsp HTTP/1.1" 200 2731
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:36:07 +0200] "GET /WholesalerWebDemo/controllerservlet?action=showProductList HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:36:07 +0200] "GET /WholesalerWebDemo/products.jsp HTTP/1.1" 200 9081
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:36:12 +0200] "GET /WholesalerWebDemo/controllerservlet?action=logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:36:12 +0200] "GET /WholesalerWebDemo/logout.jsp HTTP/1.1" 200 663
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:36:13 +0200] "GET /WholesalerWebDemo/login.jsp HTTP/1.1" 200 2060
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:41:33 +0200] "GET /WholesalerWebDemo/controllerservlet?action=login&role=1&username=internal1&password=internal1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:41:33 +0200] "GET /WholesalerWebDemo/welcome.jsp HTTP/1.1" 200 1656
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:41:34 +0200] "GET /WholesalerWebDemo/export.jsp HTTP/1.1" 200 2772
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:53:30 +0200] "GET /WholesalerWebDemo/export.jsp HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:53:30 +0200] "GET /WholesalerWebDemo/images/logo_de.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:53:30 +0200] "GET /WholesalerWebDemo/images/buttons/order.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:53:30 +0200] "GET /WholesalerWebDemo/images/buttons/home.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:53:30 +0200] "GET /WholesalerWebDemo/default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:53:30 +0200] "GET /WholesalerWebDemo/images/buttons/import.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:53:30 +0200] "GET /WholesalerWebDemo/images/buttons/export.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:53:30 +0200] "GET /WholesalerWebDemo/images/buttons/catalog.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Jun/2017:14:53:54 +0200] "GET /WholesalerWebDemo/controllerservlet?action=export&view=BMECAT HTTP/1.1" 200 130
